TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,ORIGINAL CUR,BILLING GROSS AMT,BILLING CUR CODE,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate
2017-08-31,VZ,75.0,GBP,75.0,GBP,hmcourts-service.g,************8998,MC70,Supplies & Sev Mic,RV3T0,Mental Health Management Budget,A00,Adult & Communities
2017-08-31,VZ,75.0,GBP,75.0,GBP,hmcourts-service.g,************8998,MC70,Supplies & Sev Mic,RV3T0,Mental Health Management Budget,A00,Adult & Communities
2017-08-22,VZ,75.0,GBP,75.0,GBP,hmcourts-service.g,************8998,MC70,Supplies & Sev Mic,RV3T0,Mental Health Management Budget,A00,Adult & Communities
2017-08-16,VR,54.09,GBP,54.09,GBP,tesco pfs 4203,************5463,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,Adult & Communities
2017-08-09,VR,69.4,GBP,69.4,GBP,malthurst limited,************5463,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,Adult & Communities
2017-08-25,VR,78.0,GBP,78.0,GBP,malthurst limited,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,Adult & Communities
2017-08-17,VR,70.0,GBP,70.0,GBP,malthurst limited,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,Adult & Communities
2017-08-15,VR,77.01,GBP,77.01,GBP,tesco pfs 4203,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,Adult & Communities
2017-08-14,VR,57.0,GBP,57.0,GBP,malthurst limited,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,Adult & Communities
2017-08-14,VR,28.0,GBP,28.0,GBP,malthurst limited,************3668,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,Adult & Communities
2017-08-16,VR,51.78,GBP,51.78,GBP,shell penhale,************8061,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-10,VR,67.9,GBP,67.9,GBP,midland link,************8061,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-09,VR,27.89,GBP,27.89,GBP,malthurst petroleu,************8061,K020,Vehicle Fuel,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-17,VR,58.41,GBP,58.41,GBP,penns lane sf connect,************4985,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,Adult & Communities
2017-08-07,VR,47.89,GBP,47.89,GBP,penns lane sf connect,************4985,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,Adult & Communities
2017-08-25,VR,57.96,GBP,57.96,GBP,weoley castle,************7776,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-25,VR,77.03,GBP,77.03,GBP,weoley castle,************7776,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-18,VR,52.02,GBP,52.02,GBP,rontec weoley castle,************7776,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-18,VR,58.26,GBP,58.26,GBP,rontec weoley castle,************7776,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-14,VR,70.0,GBP,70.0,GBP,rontec weoley castle,************7776,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-14,VR,35.36,GBP,35.36,GBP,rontec weoley castle,************7776,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-03,VR,62.28,GBP,62.28,GBP,rontec weoley castle,************7776,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-30,VR,25.08,GBP,25.08,GBP,leaway s/stn,************4679,K020,Vehicle Fuel,RV1K7,Elders Sunday Grp,A00,Adult & Communities
2017-08-30,VR,43.25,GBP,43.25,GBP,leaway s/stn,************4679,K020,Vehicle Fuel,RV1K7,Elders Sunday Grp,A00,Adult & Communities
2017-08-21,VR,69.95,GBP,69.95,GBP,leaway s/stn,************4679,K020,Vehicle Fuel,RV1K7,Elders Sunday Grp,A00,Adult & Communities
2017-08-10,VR,68.31,GBP,68.31,GBP,leaway s/stn,************4679,K020,Vehicle Fuel,RV1K7,Elders Sunday Grp,A00,Adult & Communities
2017-08-21,VR,63.23,GBP,63.23,GBP,malthurst limited,************5471,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,Adult & Communities
2017-08-04,VR,52.47,GBP,52.47,GBP,malthurst limited,************5471,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,Adult & Communities
2017-08-24,VR,654.63,GBP,654.63,GBP,the trooper,************4094,M900,Hospitality,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-18,VZ,7.63,GBP,7.63,GBP,amazon uk marketplace,************4094,L120,Equip Other,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-18,VZ,21.97,GBP,21.97,GBP,amazon uk marketplace,************4094,L120,Equip Other,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-18,VZ,23.83,GBP,23.83,GBP,amazon uk marketplace,************4094,L120,Equip Other,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-18,VZ,16.29,GBP,16.29,GBP,amazon uk marketplace,************4094,L120,Equip Other,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-17,VZ,16.99,GBP,16.99,GBP,amazon uk marketplace,************4094,L120,Equip Other,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-17,VZ,76.44,GBP,76.44,GBP,amazon uk marketplace,************4094,L120,Equip Other,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-17,VZ,25.99,GBP,25.99,GBP,amazon uk marketplace,************4094,L120,Equip Other,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-17,VZ,6.26,GBP,6.26,GBP,amazon uk marketplace,************4094,L120,Equip Other,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-16,VZ,16.99,GBP,16.99,GBP,amazon uk marketplace,************4094,L120,Equip Other,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-16,VZ,36.97,GBP,36.97,GBP,amazon uk marketplace,************4094,L120,Equip Other,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-09,VR,-79.99,GBP,-79.99,GBP,www.argos.co.uk,************4094,L120,Equip Other,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-08,VR,-3.95,GBP,-3.95,GBP,www.argos.co.uk,************4094,L120,Equip Other,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-07,VR,163.94,GBP,163.94,GBP,www.argos.co.uk,************4094,L120,Equip Other,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-03,VR,143.93,GBP,143.93,GBP,www.argos.co.uk,************4094,L120,Equip Other,RVA12,Enablement Tyburn Rd,A00,Adult & Communities
2017-08-24,VR,53.0,GBP,53.0,GBP,rontec weoley castle,************1969,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-17,VR,43.84,GBP,43.84,GBP,rontec weoley castle,************1969,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-16,VR,66.49,GBP,66.49,GBP,rontec weoley castle,************1969,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-16,VR,32.87,GBP,32.87,GBP,rontec weoley castle,************1969,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-15,VR,54.47,GBP,54.47,GBP,rontec weoley castle,************1969,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-10,VR,54.25,GBP,54.25,GBP,rontec weoley castle,************1969,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-09,VR,55.13,GBP,55.13,GBP,rontec weoley castle,************1969,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-02,VR,60.21,GBP,60.21,GBP,rontec weoley castle,************1969,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-02,VR,55.65,GBP,55.65,GBP,rontec weoley castle,************1969,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-25,VR,67.34,GBP,67.34,GBP,leaway s/stn,************8055,K020,Vehicle Fuel,RV1K7,Elders Sunday Grp,A00,Adult & Communities
2017-08-10,VR,56.8,GBP,56.8,GBP,leaway s/stn,************8055,K020,Vehicle Fuel,RV1K7,Elders Sunday Grp,A00,Adult & Communities
2017-08-25,VR,61.31,GBP,61.31,GBP,weoley castle,************8657,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-16,VR,66.01,GBP,66.01,GBP,rontec weoley castle,************8657,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-07,VR,46.72,GBP,46.72,GBP,rontec weoley castle,************8657,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-07,VR,27.55,GBP,27.55,GBP,rontec weoley castle,************8657,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-02,VR,55.01,GBP,55.01,GBP,rontec weoley castle,************8657,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-25,VR,49.02,GBP,49.02,GBP,motor fuels ltd,************0788,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-08-18,VR,68.03,GBP,68.03,GBP,motor fuels ltd,************0788,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-08-09,VR,64.0,GBP,64.0,GBP,falcon service stations m,************0788,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-08-22,VR,29.5,GBP,29.5,GBP,motor fuels ltd,************6299,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,Adult & Communities
2017-08-07,VR,40.6,GBP,40.6,GBP,motor fuels ltd,************6299,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,Adult & Communities
2017-08-29,VR,75.09,GBP,75.09,GBP,texaco ash motor,************3879,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-08-16,VR,65.33,GBP,65.33,GBP,w m morrison plc,************3879,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-08-14,VR,58.14,GBP,58.14,GBP,mrh six ways,************7915,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-07,VR,56.71,GBP,56.71,GBP,mrh six ways,************7915,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-31,VR,55.37,GBP,55.37,GBP,texaco ash motor,************8085,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-08-31,VR,36.0,GBP,36.0,GBP,texaco ash motor,************8085,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-08-16,VR,83.48,GBP,83.48,GBP,texaco ash motor,************8085,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-08-10,VR,30.01,GBP,30.01,GBP,texaco ash motor,************8085,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-08-10,VR,30.01,GBP,30.01,GBP,texaco ash motor,************8085,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-08-23,VR,52.83,GBP,52.83,GBP,rontec moseley,************6398,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-08-16,VR,53.2,GBP,53.2,GBP,rontec moseley,************6398,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-08-09,VR,54.53,GBP,54.53,GBP,esso merestones,************6398,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-08-21,VR,64.03,GBP,64.03,GBP,w m morrison plc,************8985,K020,Vehicle Fuel,RV11J,Anne Marie Howes Centre,A00,Adult & Communities
2017-08-21,VR,21.01,GBP,21.01,GBP,w m morrison plc,************8985,K020,Vehicle Fuel,RV11J,Anne Marie Howes Centre,A00,Adult & Communities
2017-08-14,VR,32.66,GBP,32.66,GBP,w m morrison plc,************8985,K020,Vehicle Fuel,RV11J,Anne Marie Howes Centre,A00,Adult & Communities
2017-08-17,VR,65.95,GBP,65.95,GBP,penns lane sf connect,************4993,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,Adult & Communities
2017-08-08,VR,46.05,GBP,46.05,GBP,penns lane sf connect,************4993,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,Adult & Communities
2017-08-07,VR,70.81,GBP,70.81,GBP,penns lane sf connect,************4993,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,Adult & Communities
2017-08-07,VR,52.3,GBP,52.3,GBP,penns lane sf connect,************4993,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,Adult & Communities
2017-08-24,VZ,637.34,GBP,637.34,GBP,the furnishing service,************5339,L100,Equip Operational,RVB0A,Harriet Louisa Loxton Trust(ex5000,A00,Adult & Communities
2017-08-24,VZ,314.06,GBP,314.06,GBP,the furnishing service,************5339,L100,Equip Operational,RVB0A,Harriet Louisa Loxton Trust(ex5000,A00,Adult & Communities
2017-08-03,VZ,1482.68,GBP,1482.68,GBP,the furnishing service,************5339,L100,Equip Operational,RVB0A,Harriet Louisa Loxton Trust(ex5000,A00,Adult & Communities
2017-08-22,VR,56.0,GBP,56.0,GBP,mrh six ways,************0156,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-08-31,VR,58.19,GBP,58.19,GBP,weoley castle,************4596,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-21,VR,70.12,GBP,70.12,GBP,rontec weoley castle,************4596,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-16,VR,70.15,GBP,70.15,GBP,shell kings 587,************6968,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-08-09,VR,74.83,GBP,74.83,GBP,shell kings 587,************6968,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-08-04,VR,61.63,GBP,61.63,GBP,shell kings 587,************6265,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-08-25,VR,58.74,GBP,58.74,GBP,mrh six ways,************7800,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-08-18,VR,55.87,GBP,55.87,GBP,mrh six ways,************7800,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-08-24,VR,28.86,GBP,28.86,GBP,shell harborne,************6225,K020,Vehicle Fuel,RV1K3,Elders Group - Harborne,A00,Adult & Communities
2017-08-21,VR,74.92,GBP,74.92,GBP,shell harborne,************6225,K020,Vehicle Fuel,RV1K3,Elders Group - Harborne,A00,Adult & Communities
2017-08-09,VR,60.23,GBP,60.23,GBP,malthurst limited,************6225,K020,Vehicle Fuel,RV1K3,Elders Group - Harborne,A00,Adult & Communities
2017-08-29,VR,31.41,GBP,31.41,GBP,w m morrison plc,************4485,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-08-29,VR,36.51,GBP,36.51,GBP,w m morrison plc,************4485,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-08-23,VR,40.74,GBP,40.74,GBP,w m morrison plc,************4485,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-08-23,VR,27.7,GBP,27.7,GBP,w m morrison plc,************4485,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-08-15,VR,36.94,GBP,36.94,GBP,w m morrison plc,************4485,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-08-08,VR,35.96,GBP,35.96,GBP,fasthosts internet,************2348,L9Y0,Computing Other,RV3VG,AD Adults Strategy,A00,Adult & Communities
2017-08-21,VR,74.09,GBP,74.09,GBP,malthurst limited,************3050,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-25,VR,31.46,GBP,31.46,GBP,weoley castle,************3284,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-22,VR,62.48,GBP,62.48,GBP,rontec weoley castle,************3284,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-10,VR,60.33,GBP,60.33,GBP,rontec weoley castle,************3284,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-03,VR,46.22,GBP,46.22,GBP,rontec weoley castle,************3284,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-17,VR,73.0,GBP,73.0,GBP,motor fuels ltd,************6315,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,Adult & Communities
2017-08-07,VR,51.39,GBP,51.39,GBP,motor fuels ltd,************6315,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,Adult & Communities
2017-08-30,VR,39.8,GBP,39.8,GBP,weoley castle,************7792,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-02,VR,56.09,GBP,56.09,GBP,rontec weoley castle,************7792,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-08-24,VR,50.0,GBP,50.0,GBP,beeches road servi,************8079,K020,Vehicle Fuel,RVA11,Beeches GOLDD,A00,Adult & Communities
2017-08-23,VR,76.96,GBP,76.96,GBP,shell aqueduct,************8079,K020,Vehicle Fuel,RVA11,Beeches GOLDD,A00,Adult & Communities
2017-08-17,VR,50.13,GBP,50.13,GBP,shell aqueduct,************8079,K020,Vehicle Fuel,RVA11,Beeches GOLDD,A00,Adult & Communities
2017-08-10,VR,55.62,GBP,55.62,GBP,beeches road servi,************8079,K020,Vehicle Fuel,RVA11,Beeches GOLDD,A00,Adult & Communities
2017-08-10,VR,70.97,GBP,70.97,GBP,beeches road servi,************8079,K020,Vehicle Fuel,RVA11,Beeches GOLDD,A00,Adult & Communities
2017-08-07,VR,44.86,GBP,44.86,GBP,beeches road servi,************8079,K020,Vehicle Fuel,RVA11,Beeches GOLDD,A00,Adult & Communities
2017-08-15,VR,68.36,GBP,68.36,GBP,mrh six ways,************4609,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-08-07,VR,60.07,GBP,60.07,GBP,mrh six ways,************4609,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-08-17,VR,35.57,GBP,35.57,GBP,motor fuels ltd,************3770,K020,Vehicle Fuel,RV125,"St Stephens Dce, 171 Nineveh Rd, B21",A00,Adult & Communities
2017-08-07,VR,61.58,GBP,61.58,GBP,motor fuels ltd,************3770,K020,Vehicle Fuel,RV125,"St Stephens Dce, 171 Nineveh Rd, B21",A00,Adult & Communities
2017-08-15,VR,7.0,GBP,7.0,GBP,motor fuels ltd,************4526,K020,Vehicle Fuel,RV14R,Mobile Night Care Service,A00,Adult & Communities
2017-08-15,VR,34.12,GBP,34.12,GBP,motor fuels ltd,************4526,K020,Vehicle Fuel,RV14R,Mobile Night Care Service,A00,Adult & Communities
2017-08-14,VR,7.0,GBP,7.0,GBP,motor fuels ltd,************4526,K020,Vehicle Fuel,RV14R,Mobile Night Care Service,A00,Adult & Communities
2017-08-22,VR,67.25,GBP,67.25,GBP,penns lane sf connect,************3813,K020,Vehicle Fuel,RV125,"St Stephens Dce, 171 Nineveh Rd, B21",A00,Adult & Communities
2017-08-16,VR,42.45,GBP,42.45,GBP,w m morrison plc,************5895,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-08-16,VR,35.76,GBP,35.76,GBP,w m morrison plc,************5895,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-08-25,VR,54.0,GBP,54.0,GBP,mrh six ways,************6696,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-08-25,VR,61.0,GBP,61.0,GBP,mrh six ways,************6696,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-08-25,VR,34.91,GBP,34.91,GBP,mrh six ways,************6696,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-08-24,VR,70.0,GBP,70.0,GBP,mrh six ways,************6696,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-08-17,VR,62.79,GBP,62.79,GBP,mrh six ways,************6696,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-08-10,VR,65.0,GBP,65.0,GBP,mrh six ways,************6696,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-08-10,VR,60.92,GBP,60.92,GBP,mrh six ways,************6696,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-08-03,VR,56.0,GBP,56.0,GBP,mrh six ways,************6696,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-08-15,VR,54.94,GBP,54.94,GBP,mrh six ways,************7931,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-15,VR,51.14,GBP,51.14,GBP,mrh six ways,************7931,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-04,VR,42.82,GBP,42.82,GBP,mrh six ways,************7931,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-08,VR,56.01,GBP,56.01,GBP,mrh six ways,************7917,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-08-07,VR,65.87,GBP,65.87,GBP,mrh six ways,************7917,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-08-31,VR,73.93,GBP,73.93,GBP,longbridge,************7899,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-30,VR,61.33,GBP,61.33,GBP,longbridge,************7899,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-30,VR,72.01,GBP,72.01,GBP,malthurst limited,************7899,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-23,VR,52.92,GBP,52.92,GBP,rontec longbridge,************7899,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-17,VR,47.01,GBP,47.01,GBP,rontec longbridge,************7899,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-17,VR,81.01,GBP,81.01,GBP,rontec longbridge,************7899,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-16,VR,57.14,GBP,57.14,GBP,malthurst limited,************7899,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-15,VR,59.61,GBP,59.61,GBP,rontec longbridge,************7899,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-10,VR,77.12,GBP,77.12,GBP,rontec longbridge,************7899,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-09,VR,72.69,GBP,72.69,GBP,rontec longbridge,************7899,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-07,VR,66.39,GBP,66.39,GBP,rontec longbridge,************7899,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-02,VR,61.01,GBP,61.01,GBP,rontec longbridge,************7899,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-08-22,VR,12.99,GBP,12.99,GBP,www.maplin.co.uk,************1052,L9Y0,Computing Other,RTF20,Contract Management,A00,Corporate Resources
2017-08-14,VR,491.03,GBP,491.03,GBP,npower,************1052,J200,Electricity,RTL13,Street Lighting,A00,Corporate Resources
2017-08-04,VR,36.0,GBP,36.0,GBP,www.transportxtra.com,************1052,MA20,Subscriptions,RTF20,Contract Management,A00,Corporate Resources
2017-08-29,VR,30.91,GBP,30.91,GBP,esso aston way ss,************8498,MC70,Supplies & Sev Mic,RTG11,Decrim Enforcement,A00,Corporate Resources
2017-08-11,VR,31.09,GBP,31.09,GBP,esso aston way ss,************8498,MC70,Supplies & Sev Mic,RTG11,Decrim Enforcement,A00,Corporate Resources
2017-08-31,VR,355.0,GBP,355.0,GBP,civil justice cent,************0909,MC70,Supplies & Sev Mic,RHNBA,Central Arrears,A00,Corporate Resources
