TRANS DATE,TRANS VAT DESC,ORIGINAL GROSS AMT,ORIGINAL CUR,BILLING GROSS AMT,BILLING CUR CODE,MERCHANT NAME,CARD NUMBER,TRANS CAC CODE 1,TRANS CAC DESC 1,TRANS CAC CODE 2,TRANS CAC DESC 2,TRANS CAC CODE 3,Directorate
2017-01-05,VR,51.68,GBP,51.68,GBP,rontec weoley castle,************7776,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-16,VR,50.68,GBP,50.68,GBP,rontec weoley castle,************7776,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-23,VR,52.3,GBP,52.3,GBP,rontec weoley castle,************7776,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-25,VR,23.12,GBP,23.12,GBP,rontec weoley castle,************7776,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-27,VR,65.22,GBP,65.22,GBP,rontec weoley castle,************7776,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-30,VR,77.11,GBP,77.11,GBP,rontec weoley castle,************7776,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-19,VR,72.65,GBP,72.65,GBP,leaway s/stn,************4679,K020,Vehicle Fuel,RV1K7,Elders Sunday Grp,A00,Adult & Communities
2017-01-26,VR,58.02,GBP,58.02,GBP,leaway s/stn,************4679,K020,Vehicle Fuel,RV1K7,Elders Sunday Grp,A00,Adult & Communities
2017-01-17,VR,61.16,GBP,61.16,GBP,malthurst limited,************5471,K020,Vehicle Fuel,RV18P,Hockley Day Centre,A00,Adult & Communities
2017-01-12,VR,13.19,GBP,13.19,GBP,fast key services limi,************4094,L120,Equip Other,RV3YT,Learning Difficulties Resource Manager,A00,Adult & Communities
2017-01-11,VR,69.35,GBP,69.35,GBP,leaway s/stn,************8055,K020,Vehicle Fuel,RV1K7,Elders Sunday Grp,A00,Adult & Communities
2017-01-30,VR,30.99,GBP,30.99,GBP,leaway s/stn,************8055,K020,Vehicle Fuel,RV1K7,Elders Sunday Grp,A00,Adult & Communities
2017-01-31,VR,35.64,GBP,35.64,GBP,leaway s/stn,************8055,K020,Vehicle Fuel,RV1K7,Elders Sunday Grp,A00,Adult & Communities
2017-01-03,VR,63.3,GBP,63.3,GBP,rontec weoley castle,************8657,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-06,VR,64.11,GBP,64.11,GBP,rontec weoley castle,************8657,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-13,VR,66.65,GBP,66.65,GBP,rontec weoley castle,************8657,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-16,VR,31.82,GBP,31.82,GBP,rontec weoley castle,************8657,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-17,VR,64.77,GBP,64.77,GBP,rontec weoley castle,************8657,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-17,VR,29.22,GBP,29.22,GBP,rontec weoley castle,************8657,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-23,VR,70.94,GBP,70.94,GBP,rontec weoley castle,************8657,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-31,VR,65.68,GBP,65.68,GBP,rontec weoley castle,************8657,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-20,VR,74.26,GBP,74.26,GBP,motor fuels ltd,************6299,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,Adult & Communities
2017-01-31,VR,44.45,GBP,44.45,GBP,penns lane sf connect,************6299,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,Adult & Communities
2017-01-18,VR,50.81,GBP,50.81,GBP,texaco ash motor,************3879,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-01-18,VR,80.0,GBP,80.0,GBP,texaco ash motor,************3879,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-01-24,VR,76.82,GBP,76.82,GBP,texaco ash motor,************3879,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-01-27,VR,35.0,GBP,35.0,GBP,w m morrison plc,************3879,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-01-27,VR,65.74,GBP,65.74,GBP,w m morrison plc,************3879,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-01-27,VR,67.4,GBP,67.4,GBP,w m morrison plc,************3879,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-01-27,VR,80.0,GBP,80.0,GBP,w m morrison plc,************3879,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-02-01,VR,44.73,GBP,44.73,GBP,texaco ash motor,************3879,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-02-01,VR,50.76,GBP,50.76,GBP,w m morrison plc,************3879,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-02-01,VR,31.92,GBP,31.92,GBP,texaco ash motor,************3879,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-01-17,VR,48.69,GBP,48.69,GBP,malthurst kings norton,************7915,K020,Vehicle Fuel,RV16B,The Fairway Day Centre,A00,Adult & Communities
2017-01-06,VR,70.0,GBP,70.0,GBP,texaco ash motor,************8085,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-01-06,VR,48.98,GBP,48.98,GBP,texaco ash motor,************8085,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-01-12,VR,75.77,GBP,75.77,GBP,texaco ash motor,************8085,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-01-12,VR,46.26,GBP,46.26,GBP,texaco ash motor,************8085,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-01-12,VR,80.0,GBP,80.0,GBP,texaco ash motor,************8085,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-01-20,VR,52.02,GBP,52.02,GBP,texaco ash motor,************8085,K020,Vehicle Fuel,RV192,Sparkbrook Resource Centre,A00,Adult & Communities
2017-01-09,VR,67.78,GBP,67.78,GBP,leaway s/stn,************8985,K020,Vehicle Fuel,RV11J,Anne Marie Howes Centre,A00,Adult & Communities
2017-01-17,VR,70.07,GBP,70.07,GBP,leaway s/stn,************8985,K020,Vehicle Fuel,RV11J,Anne Marie Howes Centre,A00,Adult & Communities
2017-01-25,VR,67.3,GBP,67.3,GBP,leaway s/stn,************8985,K020,Vehicle Fuel,RV11J,Anne Marie Howes Centre,A00,Adult & Communities
2017-01-31,VR,18.75,GBP,18.75,GBP,leaway s/stn,************8985,K020,Vehicle Fuel,RV11J,Anne Marie Howes Centre,A00,Adult & Communities
2017-01-04,VR,75.0,GBP,75.0,GBP,rontec moseley,************7966,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-01-24,VR,76.17,GBP,76.17,GBP,tesco pfs 2996,************7966,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-02-01,VR,54.04,GBP,54.04,GBP,shell kings 587,************7966,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-01-06,VR,76.13,GBP,76.13,GBP,penns lane sf connect,************4993,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,Adult & Communities
2017-01-20,VR,73.0,GBP,73.0,GBP,penns lane sf connect,************4993,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,Adult & Communities
2017-01-20,VR,69.5,GBP,69.5,GBP,penns lane sf connect,************4993,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,Adult & Communities
2017-01-31,VR,65.45,GBP,65.45,GBP,penns lane sf connect,************4993,K020,Vehicle Fuel,RV18N,Ebrook Day Centre,A00,Adult & Communities
2017-01-12,VR,58.83,GBP,58.83,GBP,shell kings 587,************3036,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-01-18,VR,82.21,GBP,82.21,GBP,shell kings 587,************3036,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-01-27,VR,64.79,GBP,64.79,GBP,esso merestones,************3036,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-01-31,VR,67.12,GBP,67.12,GBP,shell kings 587,************3036,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-01-04,VZ,299.27,GBP,299.27,GBP,the furnishing service,************5339,L100,Equip Operational,RVB0A,Harriet Louisa Loxton Trust(ex5000,A00,Adult & Communities
2017-01-04,VZ,173.48,GBP,173.48,GBP,the furnishing service,************5339,L100,Equip Operational,RVB0A,Harriet Louisa Loxton Trust(ex5000,A00,Adult & Communities
2017-01-24,VZ,245.04,GBP,245.04,GBP,the furnishing service,************5339,L100,Equip Operational,RVB0A,Harriet Louisa Loxton Trust(ex5000,A00,Adult & Communities
2017-01-24,VZ,490.79,GBP,490.79,GBP,the furnishing service,************5339,L100,Equip Operational,RVB0A,Harriet Louisa Loxton Trust(ex5000,A00,Adult & Communities
2017-01-24,VZ,1120.81,GBP,1120.81,GBP,the furnishing service,************5339,L100,Equip Operational,RVB0A,Harriet Louisa Loxton Trust(ex5000,A00,Adult & Communities
2017-01-24,VZ,144.78,GBP,144.78,GBP,the furnishing service,************5339,L100,Equip Operational,RVB0A,Harriet Louisa Loxton Trust(ex5000,A00,Adult & Communities
2017-02-01,VZ,224.3,GBP,224.3,GBP,the furnishing service,************5339,L100,Equip Operational,RVB0A,Harriet Louisa Loxton Trust(ex5000,A00,Adult & Communities
2017-02-01,VZ,347.18,GBP,347.18,GBP,the furnishing service,************5339,L100,Equip Operational,RVB0A,Harriet Louisa Loxton Trust(ex5000,A00,Adult & Communities
2017-02-01,VZ,301.98,GBP,301.98,GBP,the furnishing service,************5339,L100,Equip Operational,RVB0A,Harriet Louisa Loxton Trust(ex5000,A00,Adult & Communities
2017-01-11,VR,98.16,GBP,98.16,GBP,esso perry barr service s,************0156,K020,Vehicle Fuel,RV1K1,Elders Group - Erdington,A00,Adult & Communities
2017-01-18,VR,84.22,GBP,84.22,GBP,esso perry barr service s,************0156,K020,Vehicle Fuel,RV1K1,Elders Group - Erdington,A00,Adult & Communities
2017-01-20,VR,77.03,GBP,77.03,GBP,esso perry barr service s,************0156,K020,Vehicle Fuel,RV1K1,Elders Group - Erdington,A00,Adult & Communities
2017-01-27,VR,70.01,GBP,70.01,GBP,esso perry barr service s,************0156,K020,Vehicle Fuel,RV1K1,Elders Group - Erdington,A00,Adult & Communities
2017-01-27,VR,25.0,GBP,25.0,GBP,esso perry barr service s,************0156,K020,Vehicle Fuel,RV1K1,Elders Group - Erdington,A00,Adult & Communities
2017-02-02,VR,77.48,GBP,77.48,GBP,esso perry barr service s,************0156,K020,Vehicle Fuel,RV1K1,Elders Group - Erdington,A00,Adult & Communities
2017-01-10,VR,66.3,GBP,66.3,GBP,tex sussex sstn,************8270,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,Adult & Communities
2017-01-27,VR,55.11,GBP,55.11,GBP,tex sussex sstn,************8270,K020,Vehicle Fuel,RV12T,"Shakti Elders Dce, 73 Conybere St, B12",A00,Adult & Communities
2017-01-19,VR,67.0,GBP,67.0,GBP,shell fiveways 387,************8584,K020,Vehicle Fuel,RV11H,Specialist Care Centre - Ladywood,A00,Adult & Communities
2017-01-20,VR,5.0,GBP,5.0,GBP,the gate fuels ltd,************8584,K020,Vehicle Fuel,RV11H,Specialist Care Centre - Ladywood,A00,Adult & Communities
2017-01-24,VR,66.73,GBP,66.73,GBP,motor fuels ltd,************8584,K020,Vehicle Fuel,RV11H,Specialist Care Centre - Ladywood,A00,Adult & Communities
2017-01-27,VR,77.49,GBP,77.49,GBP,shell fiveways 387,************8584,K020,Vehicle Fuel,RV11H,Specialist Care Centre - Ladywood,A00,Adult & Communities
2017-01-30,VR,58.52,GBP,58.52,GBP,shell fiveways 387,************8584,K020,Vehicle Fuel,RV11H,Specialist Care Centre - Ladywood,A00,Adult & Communities
2017-01-31,VR,61.0,GBP,61.0,GBP,shell fiveways 387,************8584,K020,Vehicle Fuel,RV11H,Specialist Care Centre - Ladywood,A00,Adult & Communities
2017-01-10,VR,56.75,GBP,56.75,GBP,rontec weoley castle,************4596,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-16,VR,50.21,GBP,50.21,GBP,rontec weoley castle,************4596,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-19,VR,54.6,GBP,54.6,GBP,rontec weoley castle,************4596,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-26,VR,62.52,GBP,62.52,GBP,rontec weoley castle,************4596,K020,Vehicle Fuel,RV18X,Harborne Day Centre,A00,Adult & Communities
2017-01-04,VR,53.72,GBP,53.72,GBP,shell kings 587,************6968,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-01-11,VR,63.41,GBP,63.41,GBP,shell kings 587,************6968,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-01-18,VR,68.29,GBP,68.29,GBP,shell kings 587,************6968,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-01-25,VR,62.17,GBP,62.17,GBP,shell kings 587,************6968,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-02-01,VR,36.97,GBP,36.97,GBP,shell kings 587,************6968,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-01-09,VR,87.64,GBP,87.64,GBP,shell fiveways 387,************9696,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,Adult & Communities
2017-01-09,VR,56.0,GBP,56.0,GBP,shell fiveways 387,************9696,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,Adult & Communities
2017-01-12,VR,66.8,GBP,66.8,GBP,shell fiveways 387,************9696,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,Adult & Communities
2017-01-13,VR,83.54,GBP,83.54,GBP,shell fiveways 387,************9696,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,Adult & Communities
2017-01-18,VR,74.68,GBP,74.68,GBP,shell fiveways 387,************9696,K020,Vehicle Fuel,RV1K2,Elders Group - Ladywood,A00,Adult & Communities
2017-01-04,VR,47.67,GBP,47.67,GBP,millpool service s,************6265,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-01-17,VR,52.96,GBP,52.96,GBP,rontec moseley,************6265,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-01-26,VR,41.63,GBP,41.63,GBP,shell kings 587,************6265,K020,Vehicle Fuel,RV191,Moseley Day Centre,A00,Adult & Communities
2017-01-05,VR,30.0,GBP,30.0,GBP,mrh six ways,************7800,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-01-05,VR,63.34,GBP,63.34,GBP,mrh six ways,************7800,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-01-06,VR,55.3,GBP,55.3,GBP,mrh six ways,************7800,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-01-10,VR,25.0,GBP,25.0,GBP,mrh six ways,************7800,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-01-10,VR,58.21,GBP,58.21,GBP,mrh six ways,************7800,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-01-13,VR,65.08,GBP,65.08,GBP,mrh six ways,************7800,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-01-23,VR,49.56,GBP,49.56,GBP,mrh six ways,************7800,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-01-24,VR,59.57,GBP,59.57,GBP,mrh six ways,************7800,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-02-01,VR,60.0,GBP,60.0,GBP,mrh six ways,************7800,K020,Vehicle Fuel,RV167,"Elwood Dc (Pd), 270 Reservoir Rd B23",A00,Adult & Communities
2017-01-04,VR,16.09,GBP,16.09,GBP,shell harborne,************6225,K020,Vehicle Fuel,RV1K3,Elders Group - Harborne,A00,Adult & Communities
2017-01-06,VR,69.94,GBP,69.94,GBP,shell harborne,************6225,K020,Vehicle Fuel,RV1K3,Elders Group - Harborne,A00,Adult & Communities
2017-01-18,VR,69.99,GBP,69.99,GBP,shell harborne,************6225,K020,Vehicle Fuel,RV1K3,Elders Group - Harborne,A00,Adult & Communities
2017-02-01,VR,11.4,GBP,11.4,GBP,texaco ash motor,************6225,K020,Vehicle Fuel,RV1K3,Elders Group - Harborne,A00,Adult & Communities
2017-01-09,VR,34.13,GBP,34.13,GBP,w m morrison plc,************4485,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-01-09,VR,61.56,GBP,61.56,GBP,w m morrison plc,************4485,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-01-09,VR,20.0,GBP,20.0,GBP,w m morrison plc,************4485,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-01-09,VR,17.91,GBP,17.91,GBP,w m morrison plc,************4485,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-01-31,VR,99.96,GBP,99.96,GBP,www.cips.org,************7557,MC70,Supplies & Sev Mic,RVA0K,Admin Support,A00,Adult & Communities
2017-01-04,VR,35.03,GBP,35.03,GBP,w m morrison plc,************1910,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-01-04,VR,42.25,GBP,42.25,GBP,w m morrison plc,************1910,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-01-04,VR,62.76,GBP,62.76,GBP,w m morrison plc,************1910,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-01-04,VR,40.33,GBP,40.33,GBP,w m morrison plc,************1910,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-01-04,VR,25.0,GBP,25.0,GBP,w m morrison plc,************1910,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-01-12,VR,61.61,GBP,61.61,GBP,shell corrida 108,************1910,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-01-12,VR,32.63,GBP,32.63,GBP,shell corrida 108,************1910,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-01-12,VR,53.64,GBP,53.64,GBP,shell corrida 108,************1910,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-01-16,VR,46.97,GBP,46.97,GBP,shell corrida 108,************1910,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-01-16,VR,51.72,GBP,51.72,GBP,shell corrida 108,************1910,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-01-23,VR,66.33,GBP,66.33,GBP,w m morrison plc,************1910,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
2017-01-23,VR,46.58,GBP,46.58,GBP,w m morrison plc,************1910,K020,Vehicle Fuel,RV18R,Alderman Bowen Dc (Ld),A00,Adult & Communities
